풋살인구,시간대,행정동명
1683.4231,0,서울특별시 강남구 개포1동
1694.0276,1,서울특별시 강남구 개포1동
1663.165,2,서울특별시 강남구 개포1동
1690.339,3,서울특별시 강남구 개포1동
1694.0927,4,서울특별시 강남구 개포1동
1864.0209,5,서울특별시 강남구 개포1동
2311.6106,6,서울특별시 강남구 개포1동
2116.9275,7,서울특별시 강남구 개포1동
1741.6259,8,서울특별시 강남구 개포1동
1615.1142,9,서울특별시 강남구 개포1동
1547.2699,10,서울특별시 강남구 개포1동
1434.1634,11,서울특별시 강남구 개포1동
1461.0711,12,서울특별시 강남구 개포1동
1374.7958,13,서울특별시 강남구 개포1동
1362.026,14,서울특별시 강남구 개포1동
1329.7112,15,서울특별시 강남구 개포1동
1265.1211,16,서울특별시 강남구 개포1동
1180.3998,17,서울특별시 강남구 개포1동
1308.4835,18,서울특별시 강남구 개포1동
1327.686,19,서울특별시 강남구 개포1동
1421.1085,20,서울특별시 강남구 개포1동
1578.9415,21,서울특별시 강남구 개포1동
1656.9455,22,서울특별시 강남구 개포1동
1683.7465,23,서울특별시 강남구 개포1동
6343.4255,0,서울특별시 강남구 개포2동
6536.8431,1,서울특별시 강남구 개포2동
6603.0376,2,서울특별시 강남구 개포2동
6650.666,3,서울특별시 강남구 개포2동
6627.8153,4,서울특별시 강남구 개포2동
6689.2421,5,서울특별시 강남구 개포2동
6682.7992,6,서울특별시 강남구 개포2동
6390.2884,7,서울특별시 강남구 개포2동
5179.9187,8,서울특별시 강남구 개포2동
4828.9019,9,서울특별시 강남구 개포2동
4471.704,10,서울특별시 강남구 개포2동
4326.8172,11,서울특별시 강남구 개포2동
4231.0105,12,서울특별시 강남구 개포2동
4188.8689,13,서울특별시 강남구 개포2동
4140.7223,14,서울특별시 강남구 개포2동
4064.5852,15,서울특별시 강남구 개포2동
4110.6369,16,서울특별시 강남구 개포2동
4186.0992,17,서울특별시 강남구 개포2동
4556.9413,18,서울특별시 강남구 개포2동
4918.9737,19,서울특별시 강남구 개포2동
5327.9105,20,서울특별시 강남구 개포2동
5725.2292,21,서울특별시 강남구 개포2동
5976.0282,22,서울특별시 강남구 개포2동
6146.1405,23,서울특별시 강남구 개포2동
3611.9645,0,서울특별시 강남구 개포3동
3598.0351,1,서울특별시 강남구 개포3동
3667.2161,2,서울특별시 강남구 개포3동
3594.5082,3,서울특별시 강남구 개포3동
3666.6277,4,서울특별시 강남구 개포3동
3725.4153,5,서울특별시 강남구 개포3동
3761.998,6,서울특별시 강남구 개포3동
3782.2535,7,서울특별시 강남구 개포3동
3414.4917,8,서울특별시 강남구 개포3동
3069.4621,9,서울특별시 강남구 개포3동
3029.0658,10,서울특별시 강남구 개포3동
2980.3634,11,서울특별시 강남구 개포3동
3086.1377,12,서울특별시 강남구 개포3동
3077.9525,13,서울특별시 강남구 개포3동
3228.6003,14,서울특별시 강남구 개포3동
3204.4239,15,서울특별시 강남구 개포3동
3047.156,16,서울특별시 강남구 개포3동
2913.0532,17,서울특별시 강남구 개포3동
3025.6787,18,서울특별시 강남구 개포3동
3095.713,19,서울특별시 강남구 개포3동
3194.1932,20,서울특별시 강남구 개포3동
3360.0252,21,서울특별시 강남구 개포3동
3517.6221,22,서울특별시 강남구 개포3동
3510.4005,23,서울특별시 강남구 개포3동
3685.4781,0,서울특별시 강남구 개포4동
3678.1183,1,서울특별시 강남구 개포4동
3686.8762,2,서울특별시 강남구 개포4동
3672.8105,3,서울특별시 강남구 개포4동
3653.6287,4,서울특별시 강남구 개포4동
3688.9207,5,서울특별시 강남구 개포4동
3734.6293,6,서울특별시 강남구 개포4동
3782.999,7,서울특별시 강남구 개포4동
3854.6988,8,서울특별시 강남구 개포4동
3811.4684,9,서울특별시 강남구 개포4동
3766.0569,10,서울특별시 강남구 개포4동
3754.4673,11,서울특별시 강남구 개포4동
3865.6717,12,서울특별시 강남구 개포4동
3689.1451,13,서울특별시 강남구 개포4동
3608.1937,14,서울특별시 강남구 개포4동
3599.5278,15,서울특별시 강남구 개포4동
3502.1,16,서울특별시 강남구 개포4동
3329.5403,17,서울특별시 강남구 개포4동
3137.0706,18,서울특별시 강남구 개포4동
3041.5217,19,서울특별시 강남구 개포4동
3086.5336,20,서울특별시 강남구 개포4동
3096.5633,21,서울특별시 강남구 개포4동
3092.0596,22,서울특별시 강남구 개포4동
3609.1941,23,서울특별시 강남구 개포4동
11753.3074,0,서울특별시 강남구 논현1동
11506.6911,1,서울특별시 강남구 논현1동
11343.0692,2,서울특별시 강남구 논현1동
11225.514,3,서울특별시 강남구 논현1동
11258.6451,4,서울특별시 강남구 논현1동
11053.8742,5,서울특별시 강남구 논현1동
11479.9519,6,서울특별시 강남구 논현1동
13145.8574,7,서울특별시 강남구 논현1동
16239.3435,8,서울특별시 강남구 논현1동
19013.82,9,서울특별시 강남구 논현1동
20022.1659,10,서울특별시 강남구 논현1동
20811.4246,11,서울특별시 강남구 논현1동
20765.5492,12,서울특별시 강남구 논현1동
21333.6407,13,서울특별시 강남구 논현1동
21347.3468,14,서울특별시 강남구 논현1동
21487.2067,15,서울특별시 강남구 논현1동
21608.1119,16,서울특별시 강남구 논현1동
21469.6721,17,서울특별시 강남구 논현1동
20193.2105,18,서울특별시 강남구 논현1동
17865.0073,19,서울특별시 강남구 논현1동
16620.285,20,서울특별시 강남구 논현1동
15311.6572,21,서울특별시 강남구 논현1동
13677.2469,22,서울특별시 강남구 논현1동
12271.366,23,서울특별시 강남구 논현1동
10105.7845,0,서울특별시 강남구 논현2동
9977.9617,1,서울특별시 강남구 논현2동
9762.4248,2,서울특별시 강남구 논현2동
9675.8307,3,서울특별시 강남구 논현2동
9643.6831,4,서울특별시 강남구 논현2동
9572.9759,5,서울특별시 강남구 논현2동
10139.2627,6,서울특별시 강남구 논현2동
11843.8232,7,서울특별시 강남구 논현2동
16665.6153,8,서울특별시 강남구 논현2동
20704.5172,9,서울특별시 강남구 논현2동
22652.2213,10,서울특별시 강남구 논현2동
23836.4258,11,서울특별시 강남구 논현2동
24550.1857,12,서울특별시 강남구 논현2동
25015.8221,13,서울특별시 강남구 논현2동
25302.1329,14,서울특별시 강남구 논현2동
25085.786,15,서울특별시 강남구 논현2동
24754.6739,16,서울특별시 강남구 논현2동
23822.522,17,서울특별시 강남구 논현2동
20444.4178,18,서울특별시 강남구 논현2동
17125.9583,19,서울특별시 강남구 논현2동
15368.2226,20,서울특별시 강남구 논현2동
13265.2199,21,서울특별시 강남구 논현2동
11886.8551,22,서울특별시 강남구 논현2동
11099.9504,23,서울특별시 강남구 논현2동
4293.6404,0,서울특별시 강남구 대치1동
4292.5091,1,서울특별시 강남구 대치1동
4279.4904,2,서울특별시 강남구 대치1동
4245.8949,3,서울특별시 강남구 대치1동
4323.8868,4,서울특별시 강남구 대치1동
4255.7821,5,서울특별시 강남구 대치1동
4029.6743,6,서울특별시 강남구 대치1동
3900.8993,7,서울특별시 강남구 대치1동
3526.3386,8,서울특별시 강남구 대치1동
3520.6943,9,서울특별시 강남구 대치1동
3463.4455,10,서울특별시 강남구 대치1동
3394.7905,11,서울특별시 강남구 대치1동
3481.0266,12,서울특별시 강남구 대치1동
3502.01,13,서울특별시 강남구 대치1동
3614.3934,14,서울특별시 강남구 대치1동
3870.3631,15,서울특별시 강남구 대치1동
3849.307,16,서울특별시 강남구 대치1동
4061.2865,17,서울특별시 강남구 대치1동
4119.2815,18,서울특별시 강남구 대치1동
4234.3443,19,서울특별시 강남구 대치1동
4406.0026,20,서울특별시 강남구 대치1동
4638.05,21,서울특별시 강남구 대치1동
4299.2646,22,서울특별시 강남구 대치1동
4192.1448,23,서울특별시 강남구 대치1동
6794.2584,0,서울특별시 강남구 대치2동
6628.9299,1,서울특별시 강남구 대치2동
6576.2489,2,서울특별시 강남구 대치2동
6689.6948,3,서울특별시 강남구 대치2동
6603.836,4,서울특별시 강남구 대치2동
6712.4751,5,서울특별시 강남구 대치2동
7461.1347,6,서울특별시 강남구 대치2동
10543.2583,7,서울특별시 강남구 대치2동
16672.0763,8,서울특별시 강남구 대치2동
20047.1193,9,서울특별시 강남구 대치2동
21201.2904,10,서울특별시 강남구 대치2동
21013.2516,11,서울특별시 강남구 대치2동
21480.1317,12,서울특별시 강남구 대치2동
22186.7026,13,서울특별시 강남구 대치2동
22494.7345,14,서울특별시 강남구 대치2동
22487.638,15,서울특별시 강남구 대치2동
22024.0104,16,서울특별시 강남구 대치2동
20216.932,17,서울특별시 강남구 대치2동
15964.9134,18,서울특별시 강남구 대치2동
13061.471,19,서울특별시 강남구 대치2동
11395.9356,20,서울특별시 강남구 대치2동
10222.5945,21,서울특별시 강남구 대치2동
8627.8881,22,서울특별시 강남구 대치2동
7276.7421,23,서울특별시 강남구 대치2동
7571.4631,0,서울특별시 강남구 대치4동
7385.3965,1,서울특별시 강남구 대치4동
7239.5722,2,서울특별시 강남구 대치4동
7154.5942,3,서울특별시 강남구 대치4동
7020.4695,4,서울특별시 강남구 대치4동
7021.3388,5,서울특별시 강남구 대치4동
7216.7638,6,서울특별시 강남구 대치4동
8332.4795,7,서울특별시 강남구 대치4동
10234.8745,8,서울특별시 강남구 대치4동
11712.3417,9,서울특별시 강남구 대치4동
12438.9546,10,서울특별시 강남구 대치4동
13698.3253,11,서울특별시 강남구 대치4동
13809.2753,12,서울특별시 강남구 대치4동
13418.7966,13,서울특별시 강남구 대치4동
13562.4563,14,서울특별시 강남구 대치4동
13582.9396,15,서울특별시 강남구 대치4동
13447.9862,16,서울특별시 강남구 대치4동
13258.8774,17,서울특별시 강남구 대치4동
12736.7783,18,서울특별시 강남구 대치4동
11881.5062,19,서울특별시 강남구 대치4동
10723.0347,20,서울특별시 강남구 대치4동
9798.6357,21,서울특별시 강남구 대치4동
8414.7924,22,서울특별시 강남구 대치4동
8015.5892,23,서울특별시 강남구 대치4동
7293.1889,0,서울특별시 강남구 도곡1동
7348.9389,1,서울특별시 강남구 도곡1동
7371.7186,2,서울특별시 강남구 도곡1동
7451.5075,3,서울특별시 강남구 도곡1동
7557.2323,4,서울특별시 강남구 도곡1동
7517.3589,5,서울특별시 강남구 도곡1동
7622.3822,6,서울특별시 강남구 도곡1동
7805.8908,7,서울특별시 강남구 도곡1동
9022.4922,8,서울특별시 강남구 도곡1동
9481.7587,9,서울특별시 강남구 도곡1동
9770.5307,10,서울특별시 강남구 도곡1동
9635.912,11,서울특별시 강남구 도곡1동
9366.0627,12,서울특별시 강남구 도곡1동
9267.5852,13,서울특별시 강남구 도곡1동
9358.3219,14,서울특별시 강남구 도곡1동
9502.1882,15,서울특별시 강남구 도곡1동
9342.8525,16,서울특별시 강남구 도곡1동
9129.4397,17,서울특별시 강남구 도곡1동
8115.8626,18,서울특별시 강남구 도곡1동
7279.036,19,서울특별시 강남구 도곡1동
7013.9898,20,서울특별시 강남구 도곡1동
6943.5412,21,서울특별시 강남구 도곡1동
6905.7757,22,서울특별시 강남구 도곡1동
7422.8529,23,서울특별시 강남구 도곡1동
4945.177,0,서울특별시 강남구 도곡2동
4875.1334,1,서울특별시 강남구 도곡2동
4919.7393,2,서울특별시 강남구 도곡2동
4908.617,3,서울특별시 강남구 도곡2동
4870.9995,4,서울특별시 강남구 도곡2동
4854.757,5,서울특별시 강남구 도곡2동
4920.1051,6,서울특별시 강남구 도곡2동
5326.9589,7,서울특별시 강남구 도곡2동
5936.6382,8,서울특별시 강남구 도곡2동
6384.308,9,서울특별시 강남구 도곡2동
6382.2415,10,서울특별시 강남구 도곡2동
6353.5803,11,서울특별시 강남구 도곡2동
6185.9843,12,서울특별시 강남구 도곡2동
6408.0428,13,서울특별시 강남구 도곡2동
6489.1469,14,서울특별시 강남구 도곡2동
6302.4317,15,서울특별시 강남구 도곡2동
6308.7217,16,서울특별시 강남구 도곡2동
6051.125,17,서울특별시 강남구 도곡2동
5403.0209,18,서울특별시 강남구 도곡2동
4963.8903,19,서울특별시 강남구 도곡2동
4930.2014,20,서울특별시 강남구 도곡2동
4865.9095,21,서울특별시 강남구 도곡2동
4942.0109,22,서울특별시 강남구 도곡2동
4980.3072,23,서울특별시 강남구 도곡2동
5346.1078,0,서울특별시 강남구 삼성1동
5080.795,1,서울특별시 강남구 삼성1동
4859.9693,2,서울특별시 강남구 삼성1동
4764.3026,3,서울특별시 강남구 삼성1동
4734.9574,4,서울특별시 강남구 삼성1동
5171.5658,5,서울특별시 강남구 삼성1동
6381.5865,6,서울특별시 강남구 삼성1동
10207.0144,7,서울특별시 강남구 삼성1동
17068.3353,8,서울특별시 강남구 삼성1동
21319.1133,9,서울특별시 강남구 삼성1동
23194.5463,10,서울특별시 강남구 삼성1동
24618.4883,11,서울특별시 강남구 삼성1동
25241.046,12,서울특별시 강남구 삼성1동
25436.5953,13,서울특별시 강남구 삼성1동
25877.3817,14,서울특별시 강남구 삼성1동
25643.9142,15,서울특별시 강남구 삼성1동
24715.2879,16,서울특별시 강남구 삼성1동
22455.5212,17,서울특별시 강남구 삼성1동
18822.9964,18,서울특별시 강남구 삼성1동
15081.8761,19,서울특별시 강남구 삼성1동
12644.9086,20,서울특별시 강남구 삼성1동
10115.8826,21,서울특별시 강남구 삼성1동
7810.4777,22,서울특별시 강남구 삼성1동
5931.8958,23,서울특별시 강남구 삼성1동
8793.9665,0,서울특별시 강남구 삼성2동
8773.4474,1,서울특별시 강남구 삼성2동
8676.2709,2,서울특별시 강남구 삼성2동
8676.5217,3,서울특별시 강남구 삼성2동
8587.8549,4,서울특별시 강남구 삼성2동
8461.329,5,서울특별시 강남구 삼성2동
9050.986,6,서울특별시 강남구 삼성2동
11029.3768,7,서울특별시 강남구 삼성2동
14530.2494,8,서울특별시 강남구 삼성2동
16872.9126,9,서울특별시 강남구 삼성2동
17858.563,10,서울특별시 강남구 삼성2동
17556.3689,11,서울특별시 강남구 삼성2동
18164.3324,12,서울특별시 강남구 삼성2동
18254.5723,13,서울특별시 강남구 삼성2동
17913.4491,14,서울특별시 강남구 삼성2동
18054.041,15,서울특별시 강남구 삼성2동
18098.0786,16,서울특별시 강남구 삼성2동
17385.8409,17,서울특별시 강남구 삼성2동
14509.6529,18,서울특별시 강남구 삼성2동
12095.8083,19,서울특별시 강남구 삼성2동
11165.3464,20,서울특별시 강남구 삼성2동
10709.862,21,서울특별시 강남구 삼성2동
9989.0653,22,서울특별시 강남구 삼성2동
9134.3935,23,서울특별시 강남구 삼성2동
8982.9526,0,서울특별시 강남구 세곡동
9049.715,1,서울특별시 강남구 세곡동
9040.8762,2,서울특별시 강남구 세곡동
9099.4912,3,서울특별시 강남구 세곡동
9122.2963,4,서울특별시 강남구 세곡동
9118.3503,5,서울특별시 강남구 세곡동
9327.6911,6,서울특별시 강남구 세곡동
8850.6683,7,서울특별시 강남구 세곡동
7849.8984,8,서울특별시 강남구 세곡동
7259.7284,9,서울특별시 강남구 세곡동
6862.8325,10,서울특별시 강남구 세곡동
6705.2628,11,서울특별시 강남구 세곡동
6350.6032,12,서울특별시 강남구 세곡동
6279.7991,13,서울특별시 강남구 세곡동
6300.2517,14,서울특별시 강남구 세곡동
6295.9657,15,서울특별시 강남구 세곡동
6449.8301,16,서울특별시 강남구 세곡동
6629.8592,17,서울특별시 강남구 세곡동
6769.9948,18,서울특별시 강남구 세곡동
7206.9328,19,서울특별시 강남구 세곡동
7512.4166,20,서울특별시 강남구 세곡동
7863.6688,21,서울특별시 강남구 세곡동
8366.5638,22,서울특별시 강남구 세곡동
8602.4947,23,서울특별시 강남구 세곡동
4263.9081,0,서울특별시 강남구 수서동
4153.594,1,서울특별시 강남구 수서동
4272.2641,2,서울특별시 강남구 수서동
4300.5428,3,서울특별시 강남구 수서동
4328.9207,4,서울특별시 강남구 수서동
4541.6703,5,서울특별시 강남구 수서동
5082.6804,6,서울특별시 강남구 수서동
5740.4903,7,서울특별시 강남구 수서동
6619.1336,8,서울특별시 강남구 수서동
6689.5523,9,서울특별시 강남구 수서동
6483.9484,10,서울특별시 강남구 수서동
6501.8405,11,서울특별시 강남구 수서동
6373.9803,12,서울특별시 강남구 수서동
6486.1121,13,서울특별시 강남구 수서동
6691.9264,14,서울특별시 강남구 수서동
6799.6472,15,서울특별시 강남구 수서동
6662.2891,16,서울특별시 강남구 수서동
6703.3723,17,서울특별시 강남구 수서동
6190.4372,18,서울특별시 강남구 수서동
5327.2917,19,서울특별시 강남구 수서동
5247.6033,20,서울특별시 강남구 수서동
5070.8216,21,서울특별시 강남구 수서동
4833.556,22,서울특별시 강남구 수서동
4274.0696,23,서울특별시 강남구 수서동
6472.4589,0,서울특별시 강남구 신사동
6234.3906,1,서울특별시 강남구 신사동
6034.6842,2,서울특별시 강남구 신사동
5819.5537,3,서울특별시 강남구 신사동
5732.081,4,서울특별시 강남구 신사동
5911.7041,5,서울특별시 강남구 신사동
6626.8395,6,서울특별시 강남구 신사동
8266.1021,7,서울특별시 강남구 신사동
9598.27,8,서울특별시 강남구 신사동
11458.8671,9,서울특별시 강남구 신사동
12295.6352,10,서울특별시 강남구 신사동
13061.0546,11,서울특별시 강남구 신사동
13725.8098,12,서울특별시 강남구 신사동
14064.6908,13,서울특별시 강남구 신사동
14511.6458,14,서울특별시 강남구 신사동
14650.7394,15,서울특별시 강남구 신사동
14908.7812,16,서울특별시 강남구 신사동
15078.7782,17,서울특별시 강남구 신사동
15226.9512,18,서울특별시 강남구 신사동
13129.1137,19,서울특별시 강남구 신사동
12032.1736,20,서울특별시 강남구 신사동
10694.4649,21,서울특별시 강남구 신사동
9235.1562,22,서울특별시 강남구 신사동
7185.2973,23,서울특별시 강남구 신사동
7634.8674,0,서울특별시 강남구 압구정동
7229.9012,1,서울특별시 강남구 압구정동
6714.7838,2,서울특별시 강남구 압구정동
6437.7519,3,서울특별시 강남구 압구정동
6268.9963,4,서울특별시 강남구 압구정동
6274.0229,5,서울특별시 강남구 압구정동
6675.374,6,서울특별시 강남구 압구정동
7691.8183,7,서울특별시 강남구 압구정동
9982.4268,8,서울특별시 강남구 압구정동
12159.297,9,서울특별시 강남구 압구정동
13682.9269,10,서울특별시 강남구 압구정동
14584.8309,11,서울특별시 강남구 압구정동
15091.9591,12,서울특별시 강남구 압구정동
15567.9637,13,서울특별시 강남구 압구정동
15741.3985,14,서울특별시 강남구 압구정동
16170.6572,15,서울특별시 강남구 압구정동
16028.0631,16,서울특별시 강남구 압구정동
16093.7254,17,서울특별시 강남구 압구정동
15085.3667,18,서울특별시 강남구 압구정동
13679.1105,19,서울특별시 강남구 압구정동
12278.5052,20,서울특별시 강남구 압구정동
10680.4817,21,서울특별시 강남구 압구정동
9471.6863,22,서울특별시 강남구 압구정동
8535.9762,23,서울특별시 강남구 압구정동
26905.5325,0,서울특별시 강남구 역삼1동
25706.902,1,서울특별시 강남구 역삼1동
25278.3773,2,서울특별시 강남구 역삼1동
25094.9541,3,서울특별시 강남구 역삼1동
24797.7706,4,서울특별시 강남구 역삼1동
24983.6863,5,서울특별시 강남구 역삼1동
27269.5485,6,서울특별시 강남구 역삼1동
35534.7131,7,서울특별시 강남구 역삼1동
49774.3474,8,서울특별시 강남구 역삼1동
63212.6655,9,서울특별시 강남구 역삼1동
68302.8397,10,서울특별시 강남구 역삼1동
71997.2302,11,서울특별시 강남구 역삼1동
73030.1054,12,서울특별시 강남구 역삼1동
73247.457,13,서울특별시 강남구 역삼1동
73021.5022,14,서울특별시 강남구 역삼1동
72751.6397,15,서울특별시 강남구 역삼1동
70953.6665,16,서울특별시 강남구 역삼1동
67369.1394,17,서울특별시 강남구 역삼1동
59672.6205,18,서울특별시 강남구 역삼1동
50930.3092,19,서울특별시 강남구 역삼1동
44961.9526,20,서울특별시 강남구 역삼1동
39079.4597,21,서울특별시 강남구 역삼1동
33449.302,22,서울특별시 강남구 역삼1동
28694.3209,23,서울특별시 강남구 역삼1동
11151.1075,0,서울특별시 강남구 역삼2동
11179.2223,1,서울특별시 강남구 역삼2동
11123.9703,2,서울특별시 강남구 역삼2동
11034.0628,3,서울특별시 강남구 역삼2동
11086.523,4,서울특별시 강남구 역삼2동
11080.9515,5,서울특별시 강남구 역삼2동
11443.877,6,서울특별시 강남구 역삼2동
12921.5082,7,서울특별시 강남구 역삼2동
17170.0851,8,서울특별시 강남구 역삼2동
19877.7605,9,서울특별시 강남구 역삼2동
21130.7247,10,서울특별시 강남구 역삼2동
21054.1794,11,서울특별시 강남구 역삼2동
21074.4298,12,서울특별시 강남구 역삼2동
21532.6547,13,서울특별시 강남구 역삼2동
21911.1445,14,서울특별시 강남구 역삼2동
22015.4888,15,서울특별시 강남구 역삼2동
21631.9283,16,서울특별시 강남구 역삼2동
19989.578,17,서울특별시 강남구 역삼2동
16671.0117,18,서울특별시 강남구 역삼2동
14408.6195,19,서울특별시 강남구 역삼2동
13516.8403,20,서울특별시 강남구 역삼2동
13029.2261,21,서울특별시 강남구 역삼2동
12466.3638,22,서울특별시 강남구 역삼2동
11347.6619,23,서울특별시 강남구 역삼2동
3322.2155,0,서울특별시 강남구 일원1동
3357.1216,1,서울특별시 강남구 일원1동
3330.6507,2,서울특별시 강남구 일원1동
3345.2444,3,서울특별시 강남구 일원1동
3330.7985,4,서울특별시 강남구 일원1동
3413.2401,5,서울특별시 강남구 일원1동
3625.5229,6,서울특별시 강남구 일원1동
3505.3359,7,서울특별시 강남구 일원1동
3601.8837,8,서울특별시 강남구 일원1동
3455.7281,9,서울특별시 강남구 일원1동
3519.6375,10,서울특별시 강남구 일원1동
3548.9315,11,서울특별시 강남구 일원1동
3443.1045,12,서울특별시 강남구 일원1동
3335.6661,13,서울특별시 강남구 일원1동
3322.7596,14,서울특별시 강남구 일원1동
3174.1612,15,서울특별시 강남구 일원1동
3171.8221,16,서울특별시 강남구 일원1동
3046.4038,17,서울특별시 강남구 일원1동
3124.4392,18,서울특별시 강남구 일원1동
3275.0037,19,서울특별시 강남구 일원1동
3371.2677,20,서울특별시 강남구 일원1동
3420.6933,21,서울특별시 강남구 일원1동
3316.7222,22,서울특별시 강남구 일원1동
3331.2448,23,서울특별시 강남구 일원1동
4284.8996,0,서울특별시 강남구 일원본동
4257.5496,1,서울특별시 강남구 일원본동
4275.466,2,서울특별시 강남구 일원본동
4308.4059,3,서울특별시 강남구 일원본동
4304.5942,4,서울특별시 강남구 일원본동
4379.5895,5,서울특별시 강남구 일원본동
4313.9485,6,서울특별시 강남구 일원본동
4572.0447,7,서울특별시 강남구 일원본동
4182.8019,8,서울특별시 강남구 일원본동
3999.5481,9,서울특별시 강남구 일원본동
3945.2247,10,서울특별시 강남구 일원본동
3826.9569,11,서울특별시 강남구 일원본동
3744.3611,12,서울특별시 강남구 일원본동
3943.7786,13,서울특별시 강남구 일원본동
3869.4878,14,서울특별시 강남구 일원본동
3780.3051,15,서울특별시 강남구 일원본동
3477.2821,16,서울특별시 강남구 일원본동
2910.2092,17,서울특별시 강남구 일원본동
2828.1227,18,서울특별시 강남구 일원본동
3060.8717,19,서울특별시 강남구 일원본동
3233.1583,20,서울특별시 강남구 일원본동
3437.2148,21,서울특별시 강남구 일원본동
3692.8275,22,서울특별시 강남구 일원본동
4179.9611,23,서울특별시 강남구 일원본동
7993.5763,0,서울특별시 강남구 청담동
7577.216,1,서울특별시 강남구 청담동
7333.3875,2,서울특별시 강남구 청담동
7271.3883,3,서울특별시 강남구 청담동
7286.911,4,서울특별시 강남구 청담동
7456.6085,5,서울특별시 강남구 청담동
8517.2812,6,서울특별시 강남구 청담동
10640.024,7,서울특별시 강남구 청담동
12911.9094,8,서울특별시 강남구 청담동
14879.2749,9,서울특별시 강남구 청담동
15758.9391,10,서울특별시 강남구 청담동
15922.2782,11,서울특별시 강남구 청담동
16231.9352,12,서울특별시 강남구 청담동
16553.4153,13,서울특별시 강남구 청담동
16801.6802,14,서울특별시 강남구 청담동
16836.7676,15,서울특별시 강남구 청담동
16325.1697,16,서울특별시 강남구 청담동
15748.5162,17,서울특별시 강남구 청담동
14445.9438,18,서울특별시 강남구 청담동
12655.7953,19,서울특별시 강남구 청담동
11543.2685,20,서울특별시 강남구 청담동
10730.5011,21,서울특별시 강남구 청담동
9536.7367,22,서울특별시 강남구 청담동
8866.637,23,서울특별시 강남구 청담동
4872.555,0,서울특별시 강동구 고덕1동
4902.9577,1,서울특별시 강동구 고덕1동
4896.0278,2,서울특별시 강동구 고덕1동
4980.1299,3,서울특별시 강동구 고덕1동
5018.9175,4,서울특별시 강동구 고덕1동
5030.9415,5,서울특별시 강동구 고덕1동
4874.7724,6,서울특별시 강동구 고덕1동
4158.7024,7,서울특별시 강동구 고덕1동
3369.3517,8,서울특별시 강동구 고덕1동
3050.4954,9,서울특별시 강동구 고덕1동
2865.8028,10,서울특별시 강동구 고덕1동
2518.3585,11,서울특별시 강동구 고덕1동
2669.0512,12,서울특별시 강동구 고덕1동
2720.4573,13,서울특별시 강동구 고덕1동
2724.8022,14,서울특별시 강동구 고덕1동
2673.4367,15,서울특별시 강동구 고덕1동
2614.6098,16,서울특별시 강동구 고덕1동
2811.6714,17,서울특별시 강동구 고덕1동
3057.5302,18,서울특별시 강동구 고덕1동
3461.4142,19,서울특별시 강동구 고덕1동
3720.0763,20,서울특별시 강동구 고덕1동
3956.6163,21,서울특별시 강동구 고덕1동
4395.4773,22,서울특별시 강동구 고덕1동
4865.1044,23,서울특별시 강동구 고덕1동
4439.3278,0,서울특별시 강동구 고덕2동
4523.9805,1,서울특별시 강동구 고덕2동
4589.5404,2,서울특별시 강동구 고덕2동
4682.42,3,서울특별시 강동구 고덕2동
4756.9628,4,서울특별시 강동구 고덕2동
4829.9276,5,서울특별시 강동구 고덕2동
4975.7281,6,서울특별시 강동구 고덕2동
5126.649,7,서울특별시 강동구 고덕2동
4281.1661,8,서울특별시 강동구 고덕2동
3805.6992,9,서울특별시 강동구 고덕2동
3575.1072,10,서울특별시 강동구 고덕2동
3376.7894,11,서울특별시 강동구 고덕2동
3230.3299,12,서울특별시 강동구 고덕2동
3141.3927,13,서울특별시 강동구 고덕2동
3162.259,14,서울특별시 강동구 고덕2동
3048.92,15,서울특별시 강동구 고덕2동
3019.4372,16,서울특별시 강동구 고덕2동
3089.9803,17,서울특별시 강동구 고덕2동
3478.6525,18,서울특별시 강동구 고덕2동
3794.8599,19,서울특별시 강동구 고덕2동
3921.2585,20,서울특별시 강동구 고덕2동
4186.9826,21,서울특별시 강동구 고덕2동
4383.3024,22,서울특별시 강동구 고덕2동
4347.0971,23,서울특별시 강동구 고덕2동
12864.7193,0,서울특별시 강동구 길동
12848.6906,1,서울특별시 강동구 길동
12823.4413,2,서울특별시 강동구 길동
12845.1673,3,서울특별시 강동구 길동
12816.3286,4,서울특별시 강동구 길동
12664.0695,5,서울특별시 강동구 길동
12337.1905,6,서울특별시 강동구 길동
11753.2461,7,서울특별시 강동구 길동
10637.3938,8,서울특별시 강동구 길동
10158.7594,9,서울특별시 강동구 길동
9966.8718,10,서울특별시 강동구 길동
9972.4754,11,서울특별시 강동구 길동
9681.3816,12,서울특별시 강동구 길동
9550.717,13,서울특별시 강동구 길동
9485.5186,14,서울특별시 강동구 길동
9459.8103,15,서울특별시 강동구 길동
9701.8385,16,서울특별시 강동구 길동
10124.3768,17,서울특별시 강동구 길동
10795.3627,18,서울특별시 강동구 길동
11561.3527,19,서울특별시 강동구 길동
11971.92,20,서울특별시 강동구 길동
12187.01,21,서울특별시 강동구 길동
12451.035,22,서울특별시 강동구 길동
12804.5989,23,서울특별시 강동구 길동
1010.1162,0,서울특별시 강동구 둔촌1동
987.2549,1,서울특별시 강동구 둔촌1동
999.423,2,서울특별시 강동구 둔촌1동
965.6111,3,서울특별시 강동구 둔촌1동
973.7031,4,서울특별시 강동구 둔촌1동
1110.2535,5,서울특별시 강동구 둔촌1동
1390.6985,6,서울특별시 강동구 둔촌1동
